567	571	741	588	592
567	571	741	588	593
567	571	741	588	595
567	571	741	589	592
567	571	741	589	593
567	571	741	589	594
567	571	741	590	594
567	571	741	591	593
567	571	742	588	592
567	571	742	588	593
567	571	742	588	594
567	571	742	589	593
567	571	742	589	594
567	571	742	589	595
567	571	742	590	593
567	571	742	590	594
567	571	742	590	595
567	571	742	591	593
567	571	742	591	594
567	571	743	589	592
567	571	743	590	593
567	571	743	590	594
567	571	744	588	593
567	571	744	588	594
567	571	744	589	593
567	571	744	589	594
567	571	744	589	595
567	571	744	590	594
567	571	744	590	595
567	571	745	588	594
567	571	745	590	594
567	571	745	591	593
567	571	746	588	594
567	571	746	589	593
567	571	746	590	593
567	571	746	590	594
567	571	746	590	595
567	572	741	591	594
567	572	742	588	593
567	572	742	588	595
567	572	742	589	593
567	572	742	590	594
567	572	742	591	595
567	572	743	589	594
567	572	744	588	592
567	572	744	588	594
567	572	744	589	594
567	572	744	590	593
567	572	744	590	594
567	572	744	590	596
567	572	744	591	592
567	572	744	591	594
567	572	744	591	595
567	572	745	591	593
567	572	746	589	592
567	572	746	589	594
567	572	746	590	594
567	572	746	590	595
567	573	741	590	594
567	573	742	588	594
567	573	742	589	593
567	573	742	589	594
567	573	742	590	592
567	573	742	590	593
567	573	742	590	595
567	573	742	591	593
567	573	743	589	593
567	573	743	589	594
567	573	743	590	592
567	573	744	588	594
567	573	744	589	592
567	573	744	589	593
567	573	744	589	594
567	573	744	590	593
567	573	744	590	594
567	573	745	589	595
567	573	745	590	593
567	573	746	588	593
567	573	746	588	594
567	573	746	588	595
567	573	746	589	593
567	573	746	589	594
567	573	746	589	595
567	573	746	590	592
567	573	746	590	593
567	573	746	590	594
567	573	746	591	592
567	574	741	588	593
567	574	741	589	594
567	574	742	588	593
567	574	742	588	594
567	574	742	589	593
567	574	742	589	594
567	574	742	590	592
567	574	742	590	594
567	574	742	591	592
567	574	742	591	593
567	574	742	591	594
567	574	744	589	593
567	574	744	589	594
567	574	744	590	593
567	574	744	590	595
567	574	744	591	593
567	574	745	588	593
567	574	745	590	593
567	574	746	589	594
567	574	746	590	593
567	574	746	590	594
567	574	746	591	593
567	575	741	589	594
567	575	741	591	593
567	575	743	590	594
567	575	744	589	594
567	575	744	590	592
567	575	744	590	593
567	575	744	591	593
567	575	744	591	594
567	575	746	590	594
567	575	746	591	593
567	740	741	588	592
567	740	742	588	593
567	740	742	589	593
567	740	742	589	594
567	740	744	591	593
568	571	741	588	592
568	571	741	588	593
568	571	741	588	594
568	571	741	588	595
568	571	741	589	592
568	571	741	589	593
568	571	741	589	594
568	571	741	590	593
568	571	741	590	595
568	571	742	588	592
568	571	742	588	593
568	571	742	588	594
568	571	742	588	595
568	571	742	589	592
568	571	742	589	593
568	571	742	589	594
568	571	742	589	595
568	571	742	590	592
568	571	742	590	593
568	571	742	590	595
568	571	742	590	596
568	571	742	591	592
568	571	742	591	594
568	571	743	588	592
568	571	743	588	593
568	571	743	588	594
568	571	743	588	595
568	571	743	589	593
568	571	743	589	594
568	571	743	590	592
568	571	743	590	593
568	571	743	590	595
568	571	744	588	593
568	571	744	588	594
568	571	744	588	595
568	571	744	589	593
568	571	744	589	594
568	571	744	589	595
568	571	744	590	593
568	571	744	590	594
568	571	744	591	593
568	571	744	591	594
568	571	746	589	593
568	571	746	590	592
568	571	746	590	594
568	572	741	588	593
568	572	741	588	595
568	572	741	589	594
568	572	741	590	593
568	572	741	590	594
568	572	741	591	593
568	572	741	591	594
568	572	742	588	593
568	572	742	588	594
568	572	742	589	594
568	572	742	589	595
568	572	742	590	593
568	572	742	590	594
568	572	742	590	595
568	572	742	591	592
568	572	742	591	594
568	572	743	588	593
568	572	743	588	594
568	572	743	589	593
568	572	743	590	594
568	572	744	588	596
568	572	744	589	593
568	572	744	589	594
568	572	744	589	595
568	572	744	590	595
568	572	744	591	593
568	572	745	589	594
568	572	745	590	592
568	572	745	590	593
568	572	745	590	594
568	572	745	591	594
568	572	746	588	593
568	572	746	589	594
568	572	746	590	593
568	572	746	590	594
568	572	746	591	593
568	572	746	591	595
568	573	741	588	593
568	573	741	588	594
568	573	741	588	595
568	573	741	589	594
568	573	741	589	595
568	573	741	590	593
568	573	741	591	594
568	573	741	591	595
568	573	742	588	593
568	573	742	588	594
568	573	742	588	595
568	573	742	589	593
568	573	742	589	594
568	573	742	589	595
568	573	742	590	592
568	573	742	590	593
568	573	742	590	594
568	573	742	591	592
568	573	743	588	595
568	573	743	589	593
568	573	743	589	594
568	573	743	589	596
568	573	743	590	593
568	573	743	590	594
568	573	744	588	592
568	573	744	588	595
568	573	744	589	592
568	573	744	589	593
568	573	744	589	594
568	573	744	590	592
568	573	744	590	593
568	573	744	590	594
568	573	744	590	595
568	573	744	591	592
568	573	744	591	594
568	573	745	590	593
568	573	745	591	593
568	573	746	589	593
568	573	746	590	593
568	573	746	590	594
568	573	746	590	595
568	573	746	591	592
568	573	746	591	593
568	573	746	591	594
568	574	741	588	593
568	574	741	589	594
568	574	741	591	592
568	574	742	589	593
568	574	742	589	594
568	574	742	590	593
568	574	742	591	593
568	574	744	590	592
568	574	744	590	593
568	574	744	590	594
568	574	744	591	594
568	574	744	591	595
568	574	745	590	593
568	574	746	590	592
568	574	746	590	593
568	574	746	590	594
568	574	746	591	594
568	575	741	591	594
568	575	742	588	592
568	575	742	590	594
568	575	742	590	595
568	575	744	590	592
568	575	744	590	593
568	575	746	590	592
568	575	746	591	593
568	740	741	590	592
568	740	742	588	593
568	740	742	589	594
568	740	742	591	592
568	740	744	588	593
568	740	744	590	592
568	740	744	590	593
568	740	744	591	593
568	740	746	590	592
568	740	746	590	594
568	740	746	591	592
569	571	743	590	594
569	572	742	588	593
569	573	742	589	594
569	573	745	591	593
570	571	741	589	593
